NOME,CNPJ,END.,SITE,SEG,FOMATO,TFIXO,RESPON,EMAIL,NCM1,NCM2,MOTIVO,IMPORT,IMPORTK,PAISES,CARGO
NEOMEX HOSPITALAR LTDA,02.809.310/0001-87,"RUA MANOEL FRANCISCO MENDES, 73, JARDIM DO TREVO - CAMPINAS / SP - CEP 13030-110",oliveira.alessandro@neomex.com.br,Health & Medical devices,Distribuidor,551932740044 ,ALESSANDRO OLIVEIRA,oliveira.alessandro@neomex.com.br,401519,,,,,,
AGO EMPREENDIMENTOS E DECORAÇÃO LTDA,28.566.888/0001-43,"R. LUÍS COLOMBO - JARDIM JAÚ (ZONA LESTE)SÃO PAULO - SP, 03701-006",rita@webberacabamentos.com.br,Furniture & Home Decor,Distribuidor,5544991324206 ,Otavio Henrique Baratieri Augusto,contato@webberacabamentos.com.br,391810,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Sim,China,DIRETOR
EQUIPAMED EQUIPAMENTOS MEDICOS LTDA,51.207.041/0001-94,"R ALTO DO BONFIM NÚMERO: 162 BAIRRO: VILA SANTA CATARINA, MUNICÍPIO: SAO PAULO UF: SP - CEP: 04.382-070",celso.dias@equipamed.com.br,Health & Medical devices,Manufacturing,5511987590115 ,CELSO DIAS,celso.dias@equipamed.com.br,2922499,,,,,,
EYE-K COMERCIAL IMPORTADORA E EXPORTADORA LTDA,39.781.635/0001-09,"AL DOS JURUPIS, 663 - INDIANOPOLIS - CEP 04.088-002",ajhp71@gmail.com.BR,Beauty & Living Ware,Distribuidor,5511988241281 ,ALEX PARK,ajhp71@gmail.com.BR,670499,,,,,,
INDÚSTRIA TÊXTIL NOSSA SENHORA DO BELÉM LTDA,50.115.823/0001-30,"ROD. ENGENHEIRO CONSTÂNCIO CINTRA, KM 88,30, BAIRRO DA PONTE, ITATIBA/SP, ZC 13251-800, CAIXA POSTAL 188",joao@textilbelem.com.br,Textiles & Leather Products,Manufacturing,551145349800 ,JOAO PEDRO FAVARI,joao@textilbelem.com.br,550310,,,,,,
JRA IMPLANTS COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS MÉDICOS HOSPITALARES LTDA,32.270.160/0001-47,"R. TOCANTINS, 26 - CASA BRANCA/SETOR INDUSTRIALJUNDIAÍ - SP, 13211-818",comercial@articulato.com.br,Health & Medical devices,Distribuidor,5511996758817 ,EDIRSON QUEIROZ JUNIOR,comercial@articulato.com.br,901890,,,,,,
THERMOMATIC DO BRASIL LTDA,04.721.842/0001-93,"R. JOÃO DE PAULA FRANCO, 263 - VILA CALIFORNIA(ZONA SUL)SÃO PAULO - SP, 04775-165",gustavo.kalil@thermomatic.com.br,Health & Medical devices,Distribuidor,551156818000 ,GUSTAVO KALIL,gustavo.kalil@thermomatic.com.br,841590,,,,,,
UNILAND IMPORTADORA E DISTRIBUIDORA DE CERVEJAS ESPECIAIS,02.327.198/0001-48,"RUA DOS MACUNIS, 482, SAO PAULO, SP",mario@uniland.com.br,Food and Drinks,Distribuidor,551155061022 ,MARIO REUTER,mario@uniland.com.br,220300,,,,,,
INDUSTRIAS SUAVETEX LTDA,02313832/0001-93,"R. AIRDO RUBENS BORBA, 230 - DISTRITO INDUSTRIALUBERLÂNDIA - MG, 38402-347",comex@suavetex.com.br,Beauty & Living Ware,Distribuidor,553432926500 ,CAMILA SCHIOVATO,comex@suavetex.com.br,330499,,,,,,
NORTEC QUIMICA S.A.,29.950.060/0001-57,"RUA DEZESSETE, 200 – DIST. IND. DUQUE DE CAXIAS – RIO DE JANEIRO",marcelo.mansur@nortecquimica.com.br,Health & Medical devices,Manufacturing,552136517300 ,MARCELO MANSUR,marcelo.mansur@nortecquimica.com.br,300510,,,,,,
PAULISTEX INDUSTRIAL LTDA,01.800.067/0001-73,"AVENIDA SEVERINO JOSINO GUERRA, KM 52, GALPAO03, PARATIBE, PAULISTA - PE, ZC 53413-195",renato@paulistex.com.br,Textiles & Leather Products,Manufacturing,558134273138 ,RENATO RODRIGUES,renato@paulistex.com.br,540233,,,,,,
PRINTERTEC COM. DE PROD. DE INFORMÁTICA LTDA,06.087.246/0001-29,RUA PADRE MARINHO 84 - BELO HORIZONTE - MG 30140-040,info@printertec.com.br,"Electronics, Computers & Telecommunication",Distribuidor,553135246667 ,JULIO CESAR SABINO,info@printertec.com.br,852580,,,,,,
PROJETO ALUMÍNIO LTDA,96.162.276/0001-45,RUA DR. COUTINHO CAVALCANTI 1400 - SÃO JOSÉ DO RIO PRETO SP -  CEP 15054-300,jeff@projetoal.com.br,Metals & Rubber & Plastic Products,Manufacturing,5517991254466 ,JEFFERSON LOUSA,jeff@projetoal.com.br,760612,,,,,,
SERRA MORENA COMERCIAL IMPORTADORA E EXPORTADORA LTDA,57.149.643/0001-19,"RUA ASSUNGUI, 642 VILA GUMERCINDO SAO PAULO - SP 04131-001",claudionor@serramorena.com,Furniture & Home Decor,Distribuidor,551150602990 ,CLAUDIONOR MARCHIOLLI,claudionor@serramorena.com,391810,,,,,,
VICUNHA TEXTIL S/A,07.332.190/0001-93,"RUA HENRIQUE SCHAUMANN, 270 SÃO PAULO - SP BRASIL - CEP 05413-010",v.schumacher@vicunha.com.br,Textiles & Leather Products,Manufacturing,551121872432 ,VERONICA SCHUMACHER,v.schumacher@vicunha.com.br,551110,,,,,,
ACRILSUL INDUSTRIA E COMERCIO DE ACRILICOS LTDA,08.601.690/0001-46,"R. DR. DAVID CAMPISTA - JARDIM PAULISTA SÃO PAULO - SP, 01429-030",contato@acrilsul.com,Metals & Rubber & Plastic Products,Manufacturing,554130810370 ,SÉRGIO YANO,contato@acrilsul.com,392051,,,,,,
ALLIANCE LUBRIFICANTES LTDA,19.965.429/0001-41,"RUA CAMACAM, 424 426 VILA ANASTACIO SAO PAULO - SP 05095-000",mario@alliancelubrificantes.com.br,Chemicals & Pharmaceuticals  ,Distribuidor,5511989902425 ,MARIO SERIO SEIXAS,mario@alliancelubrificantes.com.br,271019,,,,,,
VM BIOMEDICAL LTDA,35.997.837/0001-31,"AVENIDA PRESIDENTE KENNEDY, 3500, 16TH FLOOR - ROOM 1609, SÃO CAETANO DO SUL / SP09572-015",vicente.mazzeu@vmbiomed.com.br,Health & Medical devices,Distribuidor,5511994441766 ,VICENTE MAZZEU,vicente.mazzeu@vmbiomed.com.br,854370,,,,,,
ADAPTATIVA CONSULTORIA EMPRESARIAL -  DIAS K CONSULTORIA EM GESTAO EMPRESARIAL LTDA,39.382.275/0001-72,QUADRA CH 21 CJ 06  ESTADO / UF: DISTRITO FEDERAL / DF  BAIRRO: ASA SUL CEP: 70.297-400,phdkowalczuk@gmail.com,Health & Medical devices,Distribuidor,556199534888 ,OSWALD CRUZ,phdkowalczuk@gmail.com,901890,,,,,,
BRASILCAFFE COMERCIO E LOCACAO DE MAQUINAS E EQUIPAMENTOS LTDA,10.903.931/0001-53,"AV. ELÍSIO CORDEIRO DE SIQUEIRA, 1048 - VILA MANGALOTSÃO PAULO - SP, 05136-001",marcio@brasilcaffe.com.br,Furniture & Home Decor,Manufacturing,5511999729954 ,MARCIO CREMONEZZI,marcio@brasilcaffe.com.br,842121,,,,,,
E TAMUSSINO E CIA LTDA,33.100.082/0001-03,"R DO SENADO, 260 - CENTRO - RIO DE JANEIRO/RJ CEP: 20231-006",roniston.andrade@tamussino.com.br,Health & Medical devices,Distribuidor,553134658200 ,RONISTON ANDRADE,roniston.andrade@tamussino.com.br,901839,,,,,,
G. L. BILL & CIA. LTDA.,01.313.326/0001-31,"RODOVIA CORNÉLIO PIRES (SP-127) KM 49,5 – SALTINHO – SP CEP 13442-000",kawe@agrobill.com.br,Chemicals & Pharmaceuticals  ,Distribuidor,5519987379123 ,KAWÊ BILL,kawe@agrobill.com.br,842481,,,,,,
"KG LINE COMÉRCIO, IMPORTAÇÃO, EXPORTAÇÃO LTDA",06.777.111/0001-95,"AV. CAUAXI, 293 - ALPHAVILLE - BARUERI / SP ED. ALPHAGREEN - 26º ANDAR, SALAS 2611 E 2612 CEP: 06454-020",comercial@kgline.srv.br,Chemicals & Pharmaceuticals  ,Distribuidor,5511980157124 ,ANDRE JONA,comercial@kgline.srv.br,320810,,,,,,
M M DIAGNOSTIKA COMERCIAL LTDA,04.114.172/0001-47,"RUA ARTHUR FRIEDENREICH, 218 - VILA RIO BRANCO, SÃO PAULO - SP, 03874-200",contato@mmdiagnostika.com.br,Health & Medical devices,Distribuidor,551122805181 ,CLAUDINEI ,contato@mmdiagnostika.com.br,901819,,,,,,
MATYS ODONTOLOGIA LTDA,16.796.871/0001-01,"AV. ROBERT KENNEDY, 2126 - 04 - VILA PLANALTOSÃO BERNARDO DO CAMPO - SP, 09860-122",a_araki@uol.com.br,Health & Medical devices,Distribuidor,5511992534078 ,ANGELA ARAKI,a_araki@uol.com.br,902290,,,,,,
VICON MAQUINAS AGRICOLAS LTDA,48.103.063/0001-08,"DR. LADISLAU RETTI, 1399 PARQUE ALEXANDRE CEP: 06714-150 COTIA-SP - BRASIL",marcos@vicon.com.br,Chemicals & Pharmaceuticals  ,Manufacturing,5511991654433 ,MARCOS ,marcos@vicon.com.br,842481,,,,,,
VOL - VITORIA OFFSHORE LOGISTICS S/A,04.197.379/0001-22,ESTRADA JERÔNIMO MONTEIRO CAIS DE PAUL – S/N – SALA 201 – BERÇO: 206 – PAUL – VILA VELHA –ES. CEP: 29120-002,contato@volimports.com.br,Metals & Rubber & Plastic Products,Distribuidor,5511947271007 ,THIAGO ,contato@volimports.com.br,390410,,,,,,
BIOCHEMICAL PRODUTOS QUÍMICOS LTDA,01.815.686/0001-31,"RUA PAPA SÃO PIO X, 405 – JARDIM SANTA LUCIA (NOVA VENEZA), SUMARÉ – SP, 13180-020",paulo@biochemical.ind.br,Beauty & Living Ware,Distribuidor,551938388790 ,PAULO ,paulo@biochemical.ind.br,392321,,,,,,
ESPLANE ESPACOS PLANEJADOS LIMITADA,61.740.510/0001-90,AV GENERAL EUCLIDES DE FIGUEIREDO 151  CEP 13.035-506 VILA INDUSTRIAL CAMPINAS SP,rogerio@esplane.com.br,Machinery & Heavy equipment,Distribuidor,551937859255 ,ROGERIO ,rogerio@esplane.com.br,560394,,,,,,
OURO FINO INDUSTRIA E COMÉRCIO LTDA.,045.783.28/0001-09,"AV. VEREADOR AROLDO ALVES NEVES, 400",marcia@ourofino.com.br,Automobiles & Vehicles,Distribuidor,5511996477564 ,MARCIA GUIRADO,marcia@ourofino.com.br,870899,,,,,,
TERRA CIVIL COM DE EQUIP.PECAS E SERVICOS LTDA,01.194.012/0001-67,"RUA ESTRADA DOS CATAGUASES, 541 - CEP: 84.264-120 - TELEMACO BORBA - PR",guilherme@terracivil.com.br,Automobiles & Vehicles,Distribuidor,5541991153759 ,GUILHERME EBBERS,guilherme@terracivil.com.br,841440,,,,,,
SETE SERVIC ELEVADORES LTDA,02.868.906/0001-58,"R CAROLINA MACHADO, 816 - OSWALDO CRUZ - RIO DE JANEIRO/RJ",rodrigo.franca@seteservic.com.br,Automobiles & Vehicles,Distribuidor,5521990014840 ,RODRIGO FRANCA,rodrigo.franca@seteservic.com.br,850440,,,,,,
CONTROLLER COMERCIO E SERVICOS LTDA,78.515.210/0001-00,"AV DAS UNIVERSIDADES, 325, PALHOCA, SC, ZC 88.137-315",ramom@controller-sc.com.br,Metals & Rubber & Plastic Products,Distribuidor,554832482828 ,RAMOM BERTOTTI,ramom@controller-sc.com.br,391990,,,,,,
DMN BRAZIL COMERCIO IMPORTACAO E EXPORTAÇÃO LTDA,08.209.452/0001-90,"RUA JUIZ DE FORA, 284, SL 509, BELO HORIZONTE, MG, CEP 30180-060, BRASIL.",mateus@dmnbrazil.com,Machinery & Heavy equipment,Distribuidor,5531984989840 ,MATEUS VASCONCELOS,mateus@dmnbrazil.com,843143,,,,,,
INTERFARMA IMPORTADORA E EXPORTADORA DE MEDICAMENTOS ECHAPORA DISTRIBUIDORA E IMPORTADORA DE PRODUTOS FARMACEUTICOS LTDA,57.912.214/0001-51,LOGRADOURO  R VERGUEIRO  NÚMERO  3483  COMPLEMENTO  CEP  04101-300  BAIRRO  VILA MARIANA  MUNICÍPIO  SAO PAULO   UF  SP,dalton@interfarma.com.br,Health & Medical devices,Distribuidor,5511981934325 ,DALTON LONGANO,dalton@interfarma.com.br,300220,,,,,,
TTL BRAZIL TRUST - IMPORTACAO E EXPORTACAO EIRELI,07.426.908/0001-00,RUA CESAR AUGUSTO DALCOQUIO 4255 GALPAOB SALSEIROS ITAJAÍ SC 88311-500,ricardo.prado@ttlbrazil.com.br,Health & Medical devices,Distribuidor,554721031600 ,RICARDO PRADO,ricardo.prado@ttlbrazil.com.br,330499,,,,,,
BASIL&CO. FOODS COM IMP. E EXP. LTDA,38.002.406/0001-86,"RUA DO RÓCIO, 423 – CJ. 207 SÃO PAULO BRASIL",villa_alexandra@hotmail.com,Beauty & Living Ware,Distribuidor,551126015293 ,CAITO ,villa_alexandra@hotmail.com,330499,,,,,,
CASA BASICA COMERCIO DE ACESSORIOS DE CONFORTO EIRELI,02.185.380/0001-01,"RUA MAURICIO DE BARROS, 54 - BOM RETIRO - SÃO PAULO, SP|CEP: 01132-020",aldo@fom.com.br,Textiles & Leather Products,Distribuidor,551133323948 ,ALDO OLIVEIRA,aldo@fom.com.br,600690,,,,,,
COMMANDERS IND E COM DE CONFECCOES LTDA,01.699.525/0001-20,"AVENIDA GOVERNADOR ROBERTO DA SILVEIRA, 751 - APUCARANA - PR - CEP 86800-520",charles@commanders.com.br,Textiles & Leather Products,Distribuidor,554334262626 ,CHARLES ARCANJO,charles@commanders.com.br,600690,,,,,,
"F3 COMERCIO, TRADING IMPORTACAO E EXPORTACAO LTDA",24.033.214/0001-22,AV BAHIA - NÚMERO: 644 - COMPLEMENTO: SALA 0000D - BAIRRO: ESTADOS - MUNICÍPIO: JOAO PESSOA - UF: PB - CEP 58.030-130,assistente@f3importexport.com.br,Furniture & Home Decor,Distribuidor,558332444946 ,GABRIEL AGUIAR,assistente@f3importexport.com.br,841990,,,,,,
METALNOX INDÚSTRIA E COMÉRCIO LIMITADA,78.810.975/0001-72,BAIRRO ILHA DA FIGUEIRA – ZIP CODE: 89258-001 – CITY: JARAGUA DO SUL,import4@metalnox.com.br,Furniture & Home Decor,Distribuidor,5547988471708 ,LAIS OECHSLER,import4@metalnox.com.br,691200,,,,,,
PIPING HUB - CAMILA PORTINHO SANTANA DELLA GUARDIA DIACOPULOS,35.687.822/0001-77,RUA AIBI - NÚMERO: 53 - COMPLEMENTO: APT 22 - CEP: 05.054-010 BAIRRO: VILA IPOJUCA - MUNICIPIO: SAO PAULO - UF: SP,guilherme.veiga21@gmail.com,Automobiles & Vehicles,Distribuidor,5511975201404 ,GUILHERME VEIGA,guilherme.veiga21@gmail.com,681320,,,,,,
AURORA BEBIDAS E ALIMENTOS FINOS LTDA,61.296.646/0001-52,"ANHANGUERA KM 15 CLA 015 MODULO 18, PIRITUBA,ANHANGUERA KM 15 CLA 015 MODULO 18, PIRITUBA,",mauricio.leme@aurora.com.br,Food and Drinks,Distribuidor,551136232288 ,MAURICIO LEME,mauricio.leme@aurora.com.br,220890,,,,,,
INTERFOOD IMPORTACAO LTDA,36.357.994/0001-45,"RUA CACIQUE TIBIRIÇA, 320 \| PAULICÉIA \| 09651-050 \| SÃO BERNARDO DO CAMPO",luisa.benvenuto@interfood.com.br,Food and Drinks,Distribuidor,551126027255 ,LUISA BENVENUTO,luisa.benvenuto@interfood.com.br,220890,,,,,,
PERNOD RICARD BRASIL INDUSTRIA E COMERCIO LTDA,33.856.394/0017-09,"16º SÃO PAULO CORPORATE TOWERS - TORRE NORTE, AV. PRES. JUSCELINO KUBITSCHEK, 1909 - VILA OLÍMPIA, 04543-907",fernanda.moreira@pernoid-ricard.com,Food and Drinks,Distribuidor,551130263400 ,FERNANDA MOREIRA,fernanda.moreira@pernoid-ricard.com,220890,,,,,,
HAMMERTEC PECAS E EQUIPAMENTOS LTDA.,17.376.606/0001-29,"RUA BETA, 196, BAIRRO VILA PARIS - CONTAGEM / MG",gabriel@hammertec.com.br,Machinery & Heavy equipment,Distribuidor,5531997856815 ,GABRIEL TAVARES,gabriel@hammertec.com.br,843149,,,,,,
INDUSTRIA E COMERCIO DE EVAPORADORES REFRIO LTDA,51.873.883/0002-66,"AV. DOS INAJAS, 22 - 13187-041  HORTOLANDIA / SP",lucas.panonto@refrio.com,Metals & Rubber & Plastic Products,Distribuidor,551938978500 ,LUCAS PANONTO,lucas.panonto@refrio.com,741110,,,,,,
INNIX COM. IMP. EXP. DE PRODUTOS PARA SAUDE LTDA,20.124.126/0001-85,"RUA MAMORE, 564, BOM RETIRO, SAO PAULO, SP",daniel@innix.com.br,Health & Medical devices,Distribuidor,5511995090106 ,DANIEL KIM,daniel@innix.com.br,900150,,,,,,
INTERMEDICAL EQUIPAMENTOS UROLOGICOS LTDA,01.856.395/0001-91,"RUA PAISSANDU, 288 - LARANJEIRA - RIO DE JANEIRO/RJ CEP: 22210-080",ronaldo@intermedicalrio.com.br,Health & Medical devices,Distribuidor,552121966100 ,RONALDO FONTURA,ronaldo@intermedicalrio.com.br,611610,,,,,,
PONZAN INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA.,06.191.751/0001-19,"RODOVIA SP 320, S/N - KM 566 (DISTRITO INDUSTRIAL II) ESTRELA D'OESTE / SP - 15650-000",carlos@ponzan.com.br,Food and Drinks,Distribuidor,5517991660871 ,CARLOS EDUARDO,carlos@ponzan.com.br,190230,,,,,,
TIME ON TRADE IMPORTACAO E EXPORTACAO LTDA,35.304.198/0001-81,"RUA EGON MULLER,107,SALA 2 BOX 29, RESSACADA, ITAJAI- SC",farina@durapiso.com.br,Furniture & Home Decor,Distribuidor,554721251093 ,FARINA ,farina@durapiso.com.br,391810,,,,,,
"REFRIJET INDUSTRIA E COMERCIO, IMPORTACAO E EXPORTACAO LTDA.",94.328.259/0001-00,"R CRISTIANO JOSE DO NASCIMENTO, 500, CACHOEIRINHA - RS",pecas18@refrijet.com.br,Automobiles & Vehicles,Distribuidor,5551994559212 ,LUCAS PETTER,pecas18@refrijet.com.br,811480,,,,,,
TEKCOM - IMPORTADORA DE AUTOPECAS LTDA.,06.172.060/0001-78,"AVENIDA JOAQUINA RAMALHO, 829 VILA GUILHERME SAO PAULO - SP 02065-010 CONTATO",luis@tekcom.com.br,Automobiles & Vehicles,Distribuidor,5511997222333 ,LUIS BELLINGERI,luis@tekcom.com.br,851220,,,,,,
BRASFLEX IMPORT & EXPORT,14.728.446/0001-41,"RUA PROFESSOR JULIO FERREIRA DE MELO , 131, SALA 0405 EDF WECON EMP CENTER II B, RECIFE - PE",joao@brasflex.com.br,Automobiles & Vehicles,Distribuidor,558134556321 ,JOAO PAULO,joao@brasflex.com.br,391990,,,,,,
CONSILUX CONSULTORIA E CONSTRUCOES ELETRICAS LTDA,81.054.900/0001-13,"R JOAO TSCHANNERL, 707, VISTA ALEGRE, CURITIBA, PR, CEP 80820-010, BRASIL",paulo@consilux.com.br,"Electronics, Computers & Telecommunication",Distribuidor,554132407707 ,PAULO SHIOKAWA,paulo@consilux.com.br,842389,,,,,,
NEW HORIZON COMERCIAL LTDA,74.557.471/0001-31,"AV. JOSÉ MARIA DE FARIA, 104 – LAPA DE BAIXO, SÃO PAULO – SP, ZC 05038-190",eliane@newhorizon.com.br,Metals & Rubber & Plastic Products,Distribuidor,551131868181 , ELIANE ,eliane@newhorizon.com.br,391990,,,,,,
"PRISMALITE IMPORTACAO, EXPORTACAO E INDUSTRIA DE FILMES OPTICOS",05.507.113/0001-00,"RUA JOSÉ VALTER SENG, 277 - FERREIRA, SÃO PAULO - SP, ZC 05522-020",erika@jbi.com.br,Metals & Rubber & Plastic Products,Distribuidor,551121714100 ,JAYME BARROS,erika@jbi.com.br,391990,,,,,,
PROPEL DESENHOS TÉCNICOS E MANUTENÇÃO DE EQUIPAMENTOS LTDA,00.113.868/0001-06,"RUA PADRE OTTO MARIA, 104 – CHÁCARA MAFALDA – SÃO PAULO/ SP - ZIPCODE: 03373-090",everton@propel-engenharia.com.br,Machinery & Heavy equipment,Distribuidor,551120768820 ,EVERTON ,everton@propel-engenharia.com.br,841480,,,,,,
SP PLACAS INDUSTRIA E COMERCIO EIRELI,26.222.690/0001-17,"R. ALIPIO SIMÕES, 165, SANTA JULIA, ITUPEVA, SP, ZC 13295-000",adm@spplacas.com.br,Metals & Rubber & Plastic Products,Distribuidor,551145911520 ,EDUARDO MATOS,adm@spplacas.com.br,391990,,,,,,
WORLD CENTER COMERCIO IMPORTACAO E EXPORTACAO LTDA,00.211.131/0001-18,"R LISBOA, 70 - BAIRRO OSWALDO CRUZ - CIDADE SÃO CAETANO DO SUL - CEP 09.570-510",jorge@wimport.com.br,Metals & Rubber & Plastic Products,Distribuidor,551142334509 ,JORGE EDUARDO,jorge@wimport.com.br,391990,,,,,,
FOCUS TECNOLOGIA COMERCIAL QUIMICA LTDA,10.693.887/0001-02,"RUA GASPAR RODRIGUES, 530 - CHACARA MAFALDA - SAO PAULO - SP - 03372-000",douglas.vocci@focusquimica.com,Chemicals & Pharmaceuticals  ,Distribuidor,551126763111 ,DOUGLAS VOCCI,douglas.vocci@focusquimica.com,340212,,,,,,
BANTEC IND COM EQUIP IND LTDA EPP,04.858.209/0001-41,"AVENIDA SOMA, 723 – PQ MANOEL VASCONCELO – CEP 13174-540 – SUMARÉ – SP",edumedsouza@hotmail.com,Metals & Rubber & Plastic Products,Distribuidor,5511986686812 ,EDUARDO SOUZA,edumedsouza@hotmail.com,720926,,,,,,
CAPITAL TRADE IMPORTAÇÃO E EXPORTAÇÃO LTDA.,07.872.326/0001-58,"ED. ALPHA GREEN.ALPHAVILLE - AV. CAUAXI, 293 - 26º ANDAR - ALPHAVILLE INDUSTRIAL, BARUERI - SP, 06454-020",eduardo.capitaltrade@gmail.com,"Electronics, Computers & Telecommunication",Distribuidor,551141916973 ,EDUARDO FERNANDES,eduardo.capitaltrade@gmail.com,851671,,,,,,
METAGAL INDÚSTRIA E COMÉRCIO LTDA,59.106.377/0001-72,"AV. ROBERTO GORDON, 222 - VILA MARY, DIADEMA - SP, 09990-090",megatal@megatal.com.br,Automobiles & Vehicles,Manufacturing,551140707611 , CAROLINA ZACARIAS,megatal@megatal.com.br,853120,,,,,,
QUEST INDUSTRIA DE PERFUMES E COSMETICOS LTDA,18.684.573/0001-47,"RUA FRADIQUE COUTINHO, 50 3A ANDAR, 05416-010 SÃO PAULO, SP",flavio.vergal@studio35.com.br,Beauty & Living Ware,Distribuidor,5511985830321 ,FLAVIO VERGAL,flavio.vergal@studio35.com.br,701090,,,,,,
WORLD CHAVES EIRELI,26.368.686/0001-61,"R MAJOR CAETANO DA COSTA, 125 - SANTANA - SÃO PAULO - CEP 02012-050 SP -",edumedsouza@hotmail.com,Automobiles & Vehicles,Distribuidor,5511986686812 ,EDUARDO SOUZA,edumedsouza@hotmail.com,852352,,,,,,
ADS2 MARKETING E VENDAS EIRELI,29.497.943/0001-53,"AVENIDA DOS BANDEIRANTES, 442 ANDAR 1 BELO HORIZONTE - MG 30315-382",andre@ads2.com.br,"Electronics, Computers & Telecommunication",Distribuidor,5531999894400 ,ANDRE DRUMMOND,andre@ads2.com.br,382200,,,,,,
AGRISTAR DO BRASIL LTDA,33.345.950/0001-07,SP 340 S/N KM 146 5 PIRAPITINGUI SANTO ANTÔNIO DE POSSE SP 13834-899,mauricio.coutinho@agristar.com.br,Food and Drinks,Manufacturing,5519981056925 ,MAURICIO PELLEGRINI,mauricio.coutinho@agristar.com.br,120991,,,,,,
AIMARA COMERCIO E REPRESENTACOES LTDA,57.202.418/0001-07,"AV. ESTADOS UNIDOS, 429 - JARDIM NOVA EUROPA, CAMPINAS - SP, 13040-099",ailtonj@aimara.com.br,Health & Medical devices,Distribuidor,5511981116484 ,AILTON MARQUES,ailtonj@aimara.com.br,382200,,,,,,
ALFATECH - FERRAMENTARIA DE PRECISAO LTDA,04.851.563/0001-44,"AVENIDA JOSE GOMES DA ROCHA LEAL, 1178 - CENTRO - BRAGANCA PAULISTA - SP - 12900-301 ",contato@alfatechind.com.br,Machinery & Heavy equipment,Manufacturing,551127200300 ,ELIEL ALEX,contato@alfatechind.com.br,870190,,,,,,
CENTRO NACIONAL DE TECNOLOGIA ELETRONICA AVANCADA S.A,10.770.641/0001-89,"ESTRADA JOÃO DE OLIVEIRA REMIÃO, 777 PORTO ALEGRE/RS-BRASIL CEP 91550-000 +55 51 3220 9700",lucas.tedesco@ceitec-sa.com,Metals & Rubber & Plastic Products,Manufacturing,555132209700 ,LUCAS TEDESCO,lucas.tedesco@ceitec-sa.com,848120,,,,,,
IMDEPA ROLAMENTOS IMPORTACAO E COMERCIO LTDA,88.613.922/0012-78,"RUA BUARQUE DE MACEDO, 892 - PORTO ALEGRE/RS",martin.bordasch@imdepa.com.br,Metals & Rubber & Plastic Products,Manufacturing,555121219909 ,MARTIN BORDASCH,martin.bordasch@imdepa.com.br,848290,,,,,,
LAUTZ - MATERIAIS PARA MTC E TERAPIAS ORIENTAIS LTDA,38.849.493/0001-01,"R. BORGES LAGOA, 564 - VILA CLEMENTINO, SÃO PAULO - SP, 04038-001",alexandrehxb@gmail.com,Health & Medical devices,Distribuidor,5516991769897 ,ALEXANDRE BARROS,alexandrehxb@gmail.com,901910,,,,,,
SMART MODULAR TECHNOLOGIES INDUSTRIA DE COMPONENTES ELETRONICOS LTDA.,06.103.827/0001-07,"AV. TÉGULA, 888 - CENTRO EMPRESARIAL ATIBAIA (CEA) - PTE. ALTA",rogerio.moreira@smartm.com,Metals & Rubber & Plastic Products,Manufacturing,5511999427070 ,ROGERIO MOREIRA,rogerio.moreira@smartm.com,848120,,,,,,
UNITEC SEMICONDUTORES S/A,07.488.680/0001-83,"RODOVIA BR-040, KM 508,5 S/N - VENEZA, RIBEIRÃO DAS NEVES - MG, 33820-152",atendimento@unitec.com.br,Metals & Rubber & Plastic Products,Manufacturing,553134023300 ,GEORGE ,atendimento@unitec.com.br,848120,,,,,,
ALTENBURG  INDUSTRIA TEXTIL LTDA,75.293.662/0001-04,"ROD.BR470,KM61,NR.7.325, BAIRRO BADENFURT, BLUMENAU, SANTA CATARINA, BRAZIL",patricia.nascimento@altenburg.com.br,Textiles & Leather Products,Manufacturing,554733311500 ,CLOVIS RENAN,patricia.nascimento@altenburg.com.br,470690,,,,,,
AREA UTIL COMERCIO DE MOVEIS E OBJETOS EIRELI,13.068.793/0001-22,"PRACA OLAVO BILAC, 28  RIO DE JANEIRO",fernando.lopes@longeidade.com.br,Health & Medical devices,Distribuidor,552122126262 ,LUIS FERNANDO,fernando.lopes@longeidade.com.br,901890,,,,,,
CONFOR INSTRUMENTOS DE MEDIÇÃO LTDA.,54.599.501/0001-65,"RUA DR. OLAVO EGÍDIO, 579 - SANTANA, SÃO PAULO - SP, 02037-011",engenharia@confor.com.br,"Electronics, Computers & Telecommunication",Manufacturing,551122819777 ,ERICK BRANCO,engenharia@confor.com.br,902710,,,,,,
PATINA INDUSTRIA E COMERCIO DE PRODUTOS AGROPECUARIOS LTDA,08.511.626/0001-74,"RUA ODORICO BARBOSA BUENO, 325 - JD. CASTROVILLE - CASTRO / PR - 84178-630",itcbras@itcdobrasil.com.br,Food and Drinks,Distribuidor,554232322272 ,NICOLAS MARIE,itcbras@itcdobrasil.com.br,853929,,,,,,
SULTAN INDUSTRIA E COMERCIO DE ARTEFATOS TEXTEIS LTDA,60.869.468/0005-72,"RUA ARACATUBA 195-VILA  BARTIRA, ITAQUAQUECETUBA SP, BRAZIL",camila_compras@sultan.com.br,Textiles & Leather Products,Manufacturing,551121958300 , CAMILA ,camila_compras@sultan.com.br,470690,,,,,,
